"taxpayer_id","document_type","document_number","full_name","first_name","last_name_father","last_name_mother","taxpayer_status","address_condition","ubigeo_code","dni","trade_name","registration_date","activity_start_date","company_url","economic_activity","ciiu_code","taxpayer_type","deactivation_date","email","website","phone","street_address","department_name","province_name","district_name","updated_at","created_at"
13474,"20","20550975182","DISTRIBUIDORES EDITORIALES S.A.C.",NULL,NULL,NULL,"ACTIVO","NO HABIDO","150101",NULL,"-","27/12/2012","14/02/2013","distribuidores-editoriales-sac","IMPRESIÓN","1811","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"OSCAR R. BENAVIDES NRO. 1592","LIMA","LIMA","LIMA",NULL,"2025-09-29 17:31:48.405647-05"
13475,"20","20604799903","CORPORACION LA MAMITA MASHE E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","130901",NULL,"-","03/06/2019","31/05/2019","corporacion-la-mamita-mashe-eirl","ALQUILER Y ARRENDAMIENTO DE VEHÍCULOS AUTOMOTORES","7710","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"CSERIO SANTA CRUZ CAS. SANTA CRUZ LOTE. 9","LA LIBERTAD","SANCHEZ CARRION","HUAMACHUCO",NULL,"2025-09-29 17:31:48.405647-05"
13476,"20","20558044781","COMERCIALIZACION & MINERIA AVC E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","040608",NULL,"-","12/08/2016","01/09/2016","comercializacion-mineria-avc-eirl","EXTRACCIÓN DE OTROS MINERALES METALÍFEROS NO FERROSOS","0729","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"BARRIO CHAUPI C.P. ISPACAS NRO. S/N","AREQUIPA","CONDESUYOS","YANAQUIHUA",NULL,"2025-09-29 17:31:48.405647-05"
13477,"20","20551007643","INNOVACION DE PROYECTOS INFORMATICOS S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","070101",NULL,"INPROYI SAC","29/12/2012","29/12/2012","innovacion-de-proyectos-informaticos-sac","OTRAS ACTIVIDADES DE TECNOLOGÍA DE LA INFORMACIÓN Y DE SERVICIOS INFORMÁTICOS","6209","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"LIMA P.J. STA ROSA MZA. B1 LOTE. 13","CALLAO","CALLAO","CALLAO",NULL,"2025-09-29 17:31:48.405647-05"
13478,"20","20477429948","ASOCIACION DE PRODUCTORES LOS EMBAJADORES PROGRESISTAS DEL CASERIO LLAMPA",NULL,NULL,NULL,"ACTIVO","HABIDO","130901",NULL,"-","27/09/2011","01/04/2013","asociacion-de-productores-los-embajadores-progresistas-del-caserio-llampa","ACTIVIDADES DE OTRAS ASOCIACIONES N.C.P.","9499","ASOCIACION",NULL,NULL,NULL,NULL,"CM HERRADURA-HUAYOBAMBA CAS. LLAMPA NRO. SN","LA LIBERTAD","SANCHEZ CARRION","HUAMACHUCO",NULL,"2025-09-29 17:31:48.405647-05"
13479,"20","20610821309","MATTRONIC ELECTRICIDAD ELECTRONICA Y MECANICA AUTOMOTRIZ EN GENERAL E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","040102",NULL,"MATTRONIC E.I.R.L.","04/04/2023","01/05/2023","mattronic-electricidad-electronica-y-mecanica-automotriz-en-general-eirl","MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES","4520","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"ZONA A ASC. VILLA CONFRATERNIDAD MZA. Z LOTE. 7A","AREQUIPA","AREQUIPA","ALTO SELVA ALEGRE",NULL,"2025-09-29 17:31:48.405647-05"
13480,"20","20547363125","NEGOCIACIONES LA POSITIVA S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150133",NULL,"-","06/03/2024","07/03/2024","negociaciones-la-positiva-sac","VENTA DE VEHÍCULOS AUTOMOTORES","4510","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"VICTOR CASTRO IGLESIAS URB. SAN JUAN MZA. E2 LOTE. 23","LIMA","LIMA","SAN JUAN DE MIRAFLORES",NULL,"2025-09-29 17:31:48.405647-05"
13481,"20","20526483864","CEVICHERIA SEGUNDO ROSSERO E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","200601",NULL,"-","29/09/2011","01/10/2011","cevicheria-segundo-rossero-eirl","ACTIVIDADES DE SERVICIO DE BEBIDAS","5630","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"TV DOS DE MAYO NRO. 823","PIURA","SULLANA","SULLANA",NULL,"2025-09-29 17:31:48.405647-05"
13482,"20","20532070903","CONSTRUCTORA CLARLEO S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","021801",NULL,"-","29/09/2011","01/10/2011","constructora-clarleo-sac","VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN","4663","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"PROLONG LEONCIO PRADO P.J. MIRAFLORES ALTO NRO. 2726","ANCASH","SANTA","CHIMBOTE",NULL,"2025-09-29 17:31:48.405647-05"
13483,"20","20551146333","DOBLE R ESTUDIOS S.A.C",NULL,NULL,NULL,"ACTIVO","HABIDO","150121",NULL,"-","18/02/2021","10/06/2013","doble-r-estudios-sac","ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA","7110","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"MARIA CABREJOS COO. MAGISTERIAL NRO. 111","LIMA","LIMA","PUEBLO LIBRE",NULL,"2025-09-29 17:31:48.405647-05"
13484,"20","20551147909","TRB GROUP E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","150114",NULL,"TRB GROUP E.I.R.L.","11/01/2013","11/01/2013","trb-group-eirl","VENTA AL POR MAYOR DE OTROS ENSERES DOMÉSTICOS","4649","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"LOS OLIVOS MZA. R 1 LOTE. 23","LIMA","LIMA","LA MOLINA",NULL,"2025-09-29 17:31:48.405647-05"
13485,"20","20600522770","PROCESADORA DE CITRICOS LOS ANGELES SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,"ACTIVO","HABIDO","150601",NULL,"PROC. DE CIT LOS ANGELES S.A.C","13/07/2015","13/07/2015","procesadora-de-citricos-los-angeles-sociedad-anonima-cerrada","ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS","1030","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"PROLONG LOS ANGELES NRO. S/N","LIMA","HUARAL","HUARAL",NULL,"2025-09-29 17:31:48.405647-05"
13486,"20","20547423632","NYX EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - NYX E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","150115",NULL,"-","29/03/2012","16/04/2012","nyx-empresa-individual-de-responsabilidad-limitada-nyx-eirl","FABRICACIÓN DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL","1410","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"GAMARRA NRO. 1075","LIMA","LIMA","LA VICTORIA",NULL,"2025-09-29 17:31:48.405647-05"
13487,"20","20563706687","CONSULTORA FINANCIERA A & O S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150114",NULL,"-","23/02/2022","01/02/2022","consultora-financiera-a-o-sac","OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.","8299","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"PALMERAS URB. CAMACHO 1 ET NRO. 222","LIMA","LIMA","LA MOLINA",NULL,"2025-09-29 17:31:48.405647-05"
13488,"20","20547514271","PERNOS E INVERSIONES FERRETEROS Y SERVICIOS ANEXOS S.A.C. - PERNIFESA S.A.C",NULL,NULL,NULL,"ACTIVO","HABIDO","150107",NULL,"PERNIFESA S.A.C.","04/04/2012","04/04/2012","pernos-e-inversiones-ferreteros-y-servicios-anexos-sac-pernifesa-sac","VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN","4663","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"CHACA RIOS NORTE Z.I. ALVAREZ TOMAS NRO. 1420","LIMA","LIMA","CHACLACAYO",NULL,"2025-09-29 17:31:48.405647-05"
13489,"20","20545231574","TRANSPORTES BASILIO Y VALENTIN EIRL",NULL,NULL,NULL,"ACTIVO","HABIDO","150110",NULL,"-","10/10/2011","10/10/2011","transportes-basilio-y-valentin-eirl","TRANSPORTE DE CARGA POR CARRETERA","4923","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"SUCRE URB. SAN AGUSTIN NRO. 443","LIMA","LIMA","COMAS",NULL,"2025-09-29 17:31:48.405647-05"
13490,"20","20545237939","VERY GOOD QUALITY S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150123",NULL,"-","23/09/2020","01/10/2020","very-good-quality-sac","FABRICACIÓN DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL","1410","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"SECTOR G C.P. HUERTOS DE MANCHAY ZONA 5 MZA. G6 LOTE. 2A","LIMA","LIMA","PACHACAMAC",NULL,"2025-09-29 17:31:48.405647-05"
13491,"20","20545240212","HEPAS MAQUINARIAS E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","150101",NULL,"-","11/10/2011","11/10/2011","hepas-maquinarias-eirl","MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES","4520","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"AUGUSTO WIESE NRO. 719","LIMA","LIMA","LIMA",NULL,"2025-09-29 17:31:48.405647-05"
13492,"20","20604875103","EXPEDICIONES EXPLORA EL PERU S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","080101",NULL,"-","18/06/2019","18/06/2019","expediciones-explora-el-peru-sac","ACTIVIDADES DE AGENCIAS DE VIAJES","7911","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"PTL CONFITURIA URB. CENTRO HISTORICO NRO. 257","CUSCO","CUSCO","CUSCO",NULL,"2025-09-29 17:31:48.405647-05"
13493,"20","20545339006","CODISCOM S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150142",NULL,"-","18/10/2011","18/10/2011","codiscom-sac","VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHÍCULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS","4730","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"BAR.2 SEC.1 IV ETA URB. PACHACAMAC MZA. C2 LOTE. 12","LIMA","LIMA","VILLA EL SALVADOR",NULL,"2025-09-29 17:31:48.405647-05"
13494,"20","20540031534","FRAY LUIS DE LEON EIRL",NULL,NULL,NULL,"ACTIVO","HABIDO","130207",NULL,"-","23/02/2013","23/02/2013","fray-luis-de-leon-eirl","ENSEÑANZA PREESCOLAR Y PRIMARIA","8510","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"MZ. DE LA FLOR NRO. 3","LA LIBERTAD","ASCOPE","SANTIAGO DE CAO",NULL,"2025-09-29 17:31:48.405647-05"
13495,"20","20532085765","PRODUCCIONES AXIS MUNDI S.A.C",NULL,NULL,NULL,"ACTIVO","HABIDO","021801",NULL,"-","31/10/2011","01/11/2011","producciones-axis-mundi-sac","PUBLICIDAD","7310","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"PROL. ALFONSO UGARTE P.J. MIRAMAR ALTO NRO. 1317","ANCASH","SANTA","CHIMBOTE",NULL,"2025-09-29 17:31:48.405647-05"
13496,"20","20545540526","CGB CONSTRUCCION Y MANTENIMIENTO S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150117",NULL,"-","03/11/2011","29/12/2011","cgb-construccion-y-mantenimiento-sac","CONSTRUCCIÓN DE EDIFICIOS","4100","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"LA PEDAGOGIA C.H. CARLOS CUETO FERNANDINI 3 NRO. 228","LIMA","LIMA","LOS OLIVOS",NULL,"2025-09-29 17:31:48.405647-05"
13497,"20","20545575826","LIV IMAGO SOCIEDAD ANONIMA - LIVIG S.A.",NULL,NULL,NULL,"ACTIVO","HABIDO","150115",NULL,"-","07/11/2011","07/11/2011","liv-imago-sociedad-anonima-livig-sa","ACTIVIDADES DE MÉDICOS Y ODONTÓLOGOS","8620","SOCIEDAD IRREGULAR",NULL,NULL,NULL,NULL,"SN EUGENIO NRO. 825","LIMA","LIMA","LA VICTORIA",NULL,"2025-09-29 17:31:48.405647-05"
13498,"20","20532881464","DEPORT JHANFRAN EMRPESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - DEPORT JHANFRAN E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","230101",NULL,"-","24/04/2012","01/05/2012","deport-jhanfran-emrpesa-individual-de-responsabilidad-limitada-deport-jhanfran-eirl","VENTA AL POR MAYOR NO ESPECIALIZADA","4690","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"ASCOMAG ASC. DE COM.MERCADILLO MAGOLLO NRO. -- INT. R-04","TACNA","TACNA","TACNA",NULL,"2025-09-29 17:31:48.405647-05"
13499,"20","20547762925","RECTIFICACIONES ARTURO E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","150115",NULL,"-","25/04/2012","04/02/2013","rectificaciones-arturo-eirl","MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES","4520","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"PROLG. ANDAHUAYLAS NRO. 503","LIMA","LIMA","LA VICTORIA",NULL,"2025-09-29 17:31:48.405647-05"
13500,"20","20550550416","KIAR OXYGEN S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150120",NULL,"-","26/11/2012","01/12/2012","kiar-oxygen-sac","VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS","4773","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"JR. ECHENIQUE. NRO. 1116","LIMA","LIMA","MAGDALENA DEL MAR",NULL,"2025-09-29 17:31:48.405647-05"
13501,"20","20568628978","ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO PROGRESO HUANCAYOPAMPA",NULL,NULL,NULL,"ACTIVO","HABIDO","090206",NULL,"-","22/01/2018","22/01/2018","asociacion-de-productores-agropecuarios-nuevo-progreso-huancayopampa","CULTIVO DE PRODUCTOS AGRÍCOLAS EN COMBINACIÓN CON LA CRÍA DE ANIMALES (EXPLOTACIÓN MIXTA)","0150","ASOCIACION",NULL,NULL,NULL,NULL,"BRRIO AGUAS TERMALES C.P. PUMARANRA NRO. S/N","HUANCAVELICA","ACOBAMBA","PAUCARA",NULL,"2025-09-29 17:31:48.405647-05"
13502,"20","20477489509","ASOCIACION AGROPECUARIA JUNTOS AL FUTURO - SECTOR SAN PEDRO",NULL,NULL,NULL,"ACTIVO","HABIDO","130502",NULL,"-","24/07/2024","24/07/2024","asociacion-agropecuaria-juntos-al-futuro-sector-san-pedro","CRÍA DE OVEJAS Y CABRAS","0144","ASOCIACION",NULL,NULL,NULL,NULL,". CAS. SAN PEDRO NRO. LT11","LA LIBERTAD","JULCAN","CALAMARCA",NULL,"2025-09-29 17:31:48.405647-05"
13503,"20","20547960131","SGC CONTRATISTAS S.A.C",NULL,NULL,NULL,"ACTIVO","NO HABIDO","040126",NULL,"-","12/05/2012","12/05/2012","sgc-contratistas-sac","ACTIVIDADES DE SERVICIOS DE SISTEMAS DE SEGURIDAD","8020","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"JERUSALEN RES. YANAHUARA NRO. 803","AREQUIPA","AREQUIPA","YANAHUARA",NULL,"2025-09-29 17:31:48.405647-05"
13504,"20","20532890374","EMPRESA DE TRANSPORTES LA PORTADA DEL SOL S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","230110",NULL,"-","15/05/2012","01/06/2012","empresa-de-transportes-la-portada-del-sol-sac","OTROS TIPOS TRANSPORTE REG. VIA TER.","60214","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"SECT.VI-TALL.ARTESANALES A.H. PAMPAS DE VIñANI MZA. A LOTE. 1","TACNA","TACNA","CORONEL GREGORIO ALBARRACIN LANCHIP",NULL,"2025-09-29 17:31:48.405647-05"
13505,"20","20534585480","HOTEL Y RESTAURANTE ROMA E.I.R.L.",NULL,NULL,NULL,"ACTIVO","NO HABIDO","110101",NULL,"INTERNACIONAL PERU TRAVEL","16/05/2012","01/06/2012","hotel-y-restaurante-roma-eirl","ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS","5510","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"BR. SANTA ROSA URB. SAN JOAQUIN MZA. J LOTE. 02","ICA","ICA","ICA",NULL,"2025-09-29 17:31:48.405647-05"
13506,"20","20545678633","VISUAL AMERICA DATA E.I.R.L",NULL,NULL,NULL,"ACTIVO","HABIDO","150121",NULL,"VISUAL AMERICA DATA E.I.R.L","15/11/2011","01/06/2012","visual-america-data-eirl","VENTA AL POR MAYOR DE ORDENADORES, EQUIPO PERIFÉRICO Y PROGRAMAS DE INFORMÁTICA","4651","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"M. DULANTO NRO. 1621","LIMA","LIMA","PUEBLO LIBRE",NULL,"2025-09-29 17:31:48.405647-05"
13507,"20","20534419806","RENOVADORA SANTA YOLANDA E.I.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","110101",NULL,"-","16/11/2011","01/12/2011","renovadora-santa-yolanda-eirl","FABRICACIÓN DE CALZADO","1520","EMPRESA INDIVIDUAL DE RESP. LTDA",NULL,NULL,NULL,NULL,"PLATAFORMA EXTERIOR DEL M NRO. S/N INT. 173","ICA","ICA","ICA",NULL,"2025-09-29 17:31:48.405647-05"
13508,"20","20545718953","GRUPO DAYCE S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150130",NULL,"-","17/11/2011","16/11/2011","grupo-dayce-sac","OTRAS ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA","8690","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"JOACHIM MOSER HANS NRO. 156","LIMA","LIMA","SAN BORJA",NULL,"2025-09-29 17:31:48.405647-05"
13509,"20","20545756294","EMPRESA DE MONTAJES E INSTALACIONES ELECTRO MECANICAS S.A.C.  -  EMIEM S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150133",NULL,"-","21/11/2011","21/11/2011","empresa-de-montajes-e-instalaciones-electro-mecanicas-sac-emiem-sac","REPARACIÓN DE EQUIPO ELÉCTRICO","3314","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"A. A. CACERES A.H. TREBOL AZUL MZA. P LOTE. 22","LIMA","LIMA","SAN JUAN DE MIRAFLORES",NULL,"2025-09-29 17:31:48.405647-05"
13510,"20","20534613874","TRANSPORTES VALENCIA CARGO SOCIEDAD ANONIMA",NULL,NULL,NULL,"ACTIVO","HABIDO","150115",NULL,"-","23/05/2014","23/05/2014","transportes-valencia-cargo-sociedad-anonima","TRANSPORTE DE CARGA POR CARRETERA","4923","SOCIEDAD ANONIMA",NULL,NULL,NULL,NULL,"LA MAR NRO. 181","LIMA","LIMA","LA VICTORIA",NULL,"2025-09-29 17:31:48.405647-05"
13511,"20","20604975205","SERVICIOS MULTIPLES VARGAS GAYTAN S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","021014",NULL,"-","09/07/2019","01/08/2019","servicios-multiples-vargas-gaytan-sac","CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL","4290","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"CENTRO POBLADO PICHIU SAN CAS. DE TANTAHUARCO NRO. SN","ANCASH","HUARI","SAN MARCOS",NULL,"2025-09-29 17:31:48.405647-05"
13512,"20","20488042921","MOLINERA VALLE DORADO S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","060801",NULL,"-","21/06/2012","01/06/2012","molinera-valle-dorado-sac","ELABORACIÓN DE PRODUCTOS DE MOLINERÍA","1061","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"CARRETERA JAEN KM. 25 CAS. YANUYACU","CAJAMARCA","JAEN","JAEN",NULL,"2025-09-29 17:31:48.405647-05"
13513,"20","20548496218","MC GROUP S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150114",NULL,"-","21/07/2021","19/07/2021","mc-group-sac","OTRAS ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA","8690","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"LOS MELONES URB. MONTERRICO MZA. I LOTE. 38","LIMA","LIMA","LA MOLINA",NULL,"2025-09-29 17:31:48.405647-05"
13514,"20","20571210500","GRUPO COSTA NORTE CONSTRUCCIONES S.A.C.",NULL,NULL,NULL,"ACTIVO","NO HABIDO","150801",NULL,"-","22/11/2011","01/12/2011","grupo-costa-norte-construcciones-sac","CONSTRUCCION EDIFICIOS COMPLETOS.","45207","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"PLG.SAN MARTIN NRO. 824","LIMA","HUAURA","HUACHO",NULL,"2025-09-29 17:31:48.405647-05"
13515,"20","20545779235","DISEÑO Y PUBLICIDAD GRAPHIC NADHI S.A.",NULL,NULL,NULL,"ACTIVO","NO HABIDO","150130",NULL,"-","23/11/2011","23/11/2011","diseno-y-publicidad-graphic-nadhi-sa","ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESIÓN","1812","SOCIEDAD ANONIMA",NULL,NULL,NULL,NULL,"SAN BORJA NORTE 1776 -178 NRO. --","LIMA","LIMA","SAN BORJA",NULL,"2025-09-29 17:31:48.405647-05"
13516,"20","20552191766","LIDERA ORGANIZACION CORPORATIVA S.A.C. - LIDERA CORP",NULL,NULL,NULL,"ACTIVO","HABIDO","150101",NULL,"-","26/03/2013","01/04/2013","lidera-organizacion-corporativa-sac-lidera-corp","FABRICACIÓN DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL","1410","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"MONSEFU NRO. 608","LIMA","LIMA","LIMA",NULL,"2025-09-29 17:31:48.405647-05"
13517,"20","20601971136","INSTITUCIÓN EDUCATIVA N° 16685",NULL,NULL,NULL,"ACTIVO","HABIDO","010701",NULL,"-","17/03/2017","17/03/2017","institucion-educativa-n-16685","ENSEÑANZA PREESCOLAR Y PRIMARIA","8510","UNIVERS. CENTROS EDUCAT. Y CULT.",NULL,NULL,NULL,NULL,"CASERIO SAN MIGUEL C.P. ÑUNYA JALCA NRO. REF.","AMAZONAS","UTCUBAMBA","BAGUA GRANDE",NULL,"2025-09-29 17:31:48.405647-05"
13518,"20","20539515111","SERVICIOS MEDIO AMBIENTALES DE SEGURIDAD Y SALUBRIDAD S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","040103",NULL,"SERV. MEDIO AMBIENTALES SAC","04/07/2012","01/07/2012","servicios-medio-ambientales-de-seguridad-y-salubridad-sac","VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN","4663","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"ZONA A ASC. RAFAEL B. DIEZ CANSECO MZA. B LOTE. 14","AREQUIPA","AREQUIPA","CAYMA",NULL,"2025-09-29 17:31:48.405647-05"
13519,"20","20552254199","ADRILUCK S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150118",NULL,"-","19/11/2019","19/11/2019","adriluck-sac","VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO","4659","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"PROY. CARAPONGO PARTE PAR URB. SUB PARCELA 2A-1 MZA. Ñ2 LOTE. 23","LIMA","LIMA","LURIGANCHO",NULL,"2025-09-29 17:31:48.405647-05"
13520,"20","20545798299","LABORATORY SERVICES ANGEMATE S.A.C.-L&S ANGEMATE S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150108",NULL,"-","10/04/2024","10/04/2024","laboratory-services-angemate-sac-l-s-angemate-sac","ENSAYOS Y ANÁLISIS TÉCNICOS","7120","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"TAMBO REAL URB. MATELLINI - PRIMERA ETAPA MZA. D-01 LOTE. 2 INT. C1","LIMA","LIMA","CHORRILLOS",NULL,"2025-09-29 17:31:48.405647-05"
13521,"20","20456258001","CONFECCIONES TEXTILES STHEFANY & D'SERGIO S.R.L.",NULL,NULL,NULL,"ACTIVO","HABIDO","040122",NULL,"-","25/11/2011","25/11/2011","confecciones-textiles-sthefany-d-sergio-srl","FABRICACIÓN DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL","1410","SOC.COM.RESPONS. LTDA",NULL,NULL,NULL,NULL,"ZON 8, SEC D A.H. HORACIO ZEBALLOS GAMEZ MZA. 2 LOTE. 11","AREQUIPA","AREQUIPA","SOCABAYA",NULL,"2025-09-29 17:31:48.405647-05"
85,"20","20445419983","PACIFICO SUR INGENIERIA Y SERVICIOS S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","150101",NULL,"-","18/10/2004","01/10/2004","pacifico-sur-ingenieria-y-servicios-sac","OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","9609","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"L. DE BEAUSEJORCH. RIOS NRO. 2149","LIMA","LIMA","LIMA",NULL,"2025-09-29 17:30:49.366778-05"
1304026,"20","20608340450","BJ INGENIERA Y  CONSTRUCCION S.A.C.",NULL,NULL,NULL,"ACTIVO","HABIDO","040117",NULL,"-","11/08/2021","09/08/2021","bj-ingeniera-y-construccion-sac","ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA","7110","SOCIEDAD ANONIMA CERRADA",NULL,NULL,NULL,NULL,"RICARDO PALMAHUARANGUILLO NRO. 115","AREQUIPA","AREQUIPA","SACHACA",NULL,"2025-09-29 19:06:41.224442-05"
